Rank,Club,Country,Level,Elo,From,To
None,Basel,SUI,1,1270.93701172,1944-02-21,1944-03-05
None,Basel,SUI,1,1283.61071777,1944-03-06,1944-03-19
None,Basel,SUI,1,1276.78344727,1944-03-20,1944-04-02
None,Basel,SUI,1,1277.42919922,1944-04-03,1944-04-16
None,Basel,SUI,1,1293.49157715,1944-04-17,1944-04-23
None,Basel,SUI,1,1296.3314209,1944-04-24,1944-04-30
None,Basel,SUI,1,1318.53771973,1944-05-01,1944-05-07
None,Basel,SUI,1,1327.94458008,1944-05-08,1944-05-14
None,Basel,SUI,1,1320.76660156,1944-05-15,1944-05-21
None,Basel,SUI,1,1313.33203125,1944-05-22,1944-06-04
None,Basel,SUI,1,1305.54516602,1944-06-05,1944-06-11
None,Basel,SUI,1,1317.71118164,1944-06-12,1944-06-18
None,Basel,SUI,1,1314.97460938,1944-06-19,1944-09-24
None,Basel,SUI,1,1310.39685059,1944-09-25,1944-10-01
None,Basel,SUI,1,1314.58862305,1944-10-02,1944-10-08
None,Basel,SUI,1,1305.75244141,1944-10-09,1944-10-15
None,Basel,SUI,1,1295.91540527,1944-10-16,1944-10-22
None,Basel,SUI,1,1288.88134766,1944-10-23,1944-10-29
None,Basel,SUI,1,1285.33178711,1944-10-30,1944-11-05
None,Basel,SUI,1,1293.60961914,1944-11-06,1944-11-12
None,Basel,SUI,1,1287.74353027,1944-11-13,1944-11-19
None,Basel,SUI,1,1279.45007324,1944-11-20,1944-11-26
None,Basel,SUI,1,1287.89294434,1944-11-27,1944-12-10
None,Basel,SUI,1,1291.87438965,1944-12-11,1944-12-17
None,Basel,SUI,1,1276.95410156,1944-12-18,1945-01-01
None,Basel,SUI,1,1274.50549316,1945-01-02,1945-03-18
None,Basel,SUI,1,1271.48400879,1945-03-19,1945-03-25
None,Basel,SUI,1,1274.91711426,1945-03-26,1945-04-15
None,Basel,SUI,1,1289.09790039,1945-04-16,1945-04-22
None,Basel,SUI,1,1300.77978516,1945-04-23,1945-04-29
None,Basel,SUI,1,1306.74462891,1945-04-30,1945-05-06
None,Basel,SUI,1,1313.98742676,1945-05-07,1945-05-13
None,Basel,SUI,1,1325.4543457,1945-05-14,1945-05-27
None,Basel,SUI,1,1332.70874023,1945-05-28,1945-06-03
None,Basel,SUI,1,1329.4588623,1945-06-04,1945-06-10
None,Basel,SUI,1,1330.16027832,1945-06-11,1945-06-17
None,Basel,SUI,1,1339.23535156,1945-06-18,1945-06-24
None,Basel,SUI,1,1333.2421875,1945-06-25,1945-07-01
None,Basel,SUI,1,1326.23144531,1945-07-02,1945-09-14
None,Basel,SUI,1,1301.9050293,1946-07-07,1946-07-26
None,Basel,SUI,1,1287.9050293,1946-07-27,1946-09-01
None,Basel,SUI,1,1304.15588379,1946-09-02,1946-09-08
None,Basel,SUI,1,1324.24157715,1946-09-09,1946-09-22
None,Basel,SUI,1,1318.95776367,1946-09-23,1946-09-29
None,Basel,SUI,1,1327.31884766,1946-09-30,1946-10-06
None,Basel,SUI,1,1324.70581055,1946-10-07,1946-10-13
None,Basel,SUI,1,1331.30786133,1946-10-14,1946-10-20
None,Basel,SUI,1,1322.92272949,1946-10-21,1946-10-27
None,Basel,SUI,1,1341.28393555,1946-10-28,1946-11-03
None,Basel,SUI,1,1338.22192383,1946-11-04,1946-11-12
None,Basel,SUI,1,1341.22192383,1946-11-13,1946-11-24
None,Basel,SUI,1,1352.63928223,1946-11-25,1946-12-01
None,Basel,SUI,1,1361.51342773,1946-12-02,1946-12-22
None,Basel,SUI,1,1371.69421387,1946-12-23,1947-01-07
None,Basel,SUI,1,1372.69421387,1947-01-08,1947-02-16
None,Basel,SUI,1,1383.4597168,1947-02-17,1947-03-23
None,Basel,SUI,1,1399.71484375,1947-03-24,1947-03-30
None,Basel,SUI,1,1401.88500977,1947-03-31,1947-04-13
None,Basel,SUI,1,1410.45874023,1947-04-14,1947-04-20
None,Basel,SUI,1,1398.53808594,1947-04-21,1947-04-27
None,Basel,SUI,1,1388.59277344,1947-04-28,1947-04-28
None,Basel,SUI,1,1385.59277344,1947-04-29,1947-05-04
None,Basel,SUI,1,1386.28466797,1947-05-05,1947-05-11
None,Basel,SUI,1,1383.26818848,1947-05-12,1947-05-20
None,Basel,SUI,1,1396.26818848,1947-05-21,1947-05-26
None,Basel,SUI,1,1397.09094238,1947-05-27,1947-06-01
None,Basel,SUI,1,1396.75366211,1947-06-02,1947-06-11
None,Basel,SUI,1,1382.75366211,1947-06-12,1947-06-15
None,Basel,SUI,1,1375.39685059,1947-06-16,1947-06-22
None,Basel,SUI,1,1386.1496582,1947-06-23,1947-06-29
None,Basel,SUI,1,1379.22570801,1947-06-30,1947-08-31
None,Basel,SUI,1,1383.24267578,1947-09-01,1947-09-07
None,Basel,SUI,1,1383.06103516,1947-09-08,1947-09-14
None,Basel,SUI,1,1373.21154785,1947-09-15,1947-09-28
None,Basel,SUI,1,1371.04553223,1947-09-29,1947-10-05
None,Basel,SUI,1,1361.68371582,1947-10-06,1947-10-12
None,Basel,SUI,1,1358.8203125,1947-10-13,1947-10-19
None,Basel,SUI,1,1355.6842041,1947-10-20,1947-11-09
None,Basel,SUI,1,1345.07421875,1947-11-10,1947-11-16
None,Basel,SUI,1,1346.79052734,1947-11-17,1947-11-23
